month,Unnamed: 0,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt,outward_inward_ratio
2013-05-01,7163,Kallapanna Awade Ichalkaranji Janata Sahakari Bank Ltd.,161,1095,1256,0.02,9951.35,25626.13,35577.49,0.01,51,2021,2072,0.03,550.63,32440.65,32991.28,0.01,0.9273076880915433
2013-05-01,7164,Kalupur Commercial Co-Operative Bank Ltd.,208,3357,3565,0.05,90581.22,64777.04,155358.27,0.03,122,5561,5683,0.08,84427.36,74807.5,159234.86,0.03,1.024952582183105
2013-05-01,7165,Kalyan Janata Sahakari Bank Ltd.,49,784,833,0.01,4925.08,10315.84,15240.92,0.0,25,2513,2538,0.04,191.64,41770.05,41961.69,0.01,2.75322552706792
2013-05-01,7166,"Kangra Central Co-Op Bank Ltd., Dharamshala",21,156,177,0.0,328.8,2514.84,2843.64,0.0,21,823,844,0.01,186.37,17302.46,17488.83,0.0,6.150156137907753
2013-05-01,7167,Kangra Co-Operative Bank Ltd.,6,92,98,0.0,36.55,1200.52,1237.07,0.0,1,210,211,0.0,5.85,2199.95,2205.8,0.0,1.783084223204831
2013-05-01,7168,Kapol Co-Operative Bank Ltd.,51,1227,1278,0.02,686.27,18751.21,19437.48,0.0,2,1265,1267,0.02,15.48,18902.37,18917.85,0.0,0.9732665962871729
2013-05-01,7169,"Karad Urban Co-Operative Bank Ltd., Karad",207,911,1118,0.02,11492.44,17460.41,28952.85,0.0,24,2532,2556,0.04,3127.89,31909.98,35037.87,0.01,1.2101699832658963
2013-05-01,7170,Karnataka Bank Ltd,2903,26940,29843,0.45,148894.75,517122.76,666017.51,0.11,1760,40030,41790,0.62,78741.91,662766.15,741508.06,0.13,1.113346194156367
2013-05-01,7171,Karnataka State Co-Operative Apex Bank Ltd.,141,372,513,0.01,107485.95,139656.84,247142.79,0.04,26,779,805,0.01,1055.79,263383.27,264439.06,0.05,1.0699849265276968
2013-05-01,7172,Karnataka Vikas Grameena Bank,46,356,402,0.01,331.13,4644.4,4975.53,0.0,135,1764,1899,0.03,5189.05,23176.81,28365.86,0.0,5.70107305151411
2013-05-01,7173,Karur Vysya Bank,5041,42749,47790,0.71,187022.66,1152643.74,1339666.4,0.23,3495,60199,63694,0.95,99467.05,1206256.88,1305723.93,0.22,0.9746634908511552
2013-05-01,7175,Krung Thai Bank Plc,72,40,112,0.0,20343.34,827.39,21170.73,0.0,44,34,78,0.0,20571.51,519.96,21091.47,0.0,0.9962561517718096
2013-05-01,7176,Lakshmi Vilas Bank Ltd.,2769,14825,17594,0.26,86799.62,260172.22,346971.84,0.06,1105,24798,25903,0.39,35465.63,351539.17,387004.8,0.07,1.1153781240575602
2013-05-01,7177,Mahanagar Co-Operative Bank Ltd.,53,852,905,0.01,2877.79,11176.54,14054.33,0.0,6,1462,1468,0.02,49.68,15825.21,15874.89,0.0,1.129537302738729
2013-05-01,7178,Maharashtra State Co-Op Bank,359,2381,2740,0.04,211131.86,184892.32,396024.18,0.07,74,1583,1657,0.02,143570.08,280937.27,424507.34,0.07,1.0719227800686313
2013-05-01,7179,Mashreqbank Psc,160,7,167,0.0,85762.45,1975.05,87737.5,0.01,131,57,188,0.0,71036.28,16798.69,87834.97,0.01,1.0011109274825474
2013-05-01,7180,Mehsana Urban Co-Operative Bank Ltd.,325,1790,2115,0.03,50712.23,33857.94,84570.17,0.01,21,3316,3337,0.05,218.62,89389.48,89608.1,0.02,1.059571004764446
2013-05-01,7181,Mizuho Corporate Bank Ltd,137,1139,1276,0.02,528064.36,178536.79,706601.15,0.12,165,1027,1192,0.02,500326.66,234352.23,734678.89,0.13,1.039736334988982
2013-05-01,7182,Morgan Stanley India Primary Dealer Pvt Ltd.,0,17,17,0.0,0.0,196538.0,196538.0,0.03,34,0,34,0.0,399920.12,0.0,399920.12,0.07,2.0348233929316466
2013-05-01,7183,Mumbai District Central Co-Operative Bank Ltd.,12,866,878,0.01,2979.65,45610.26,48589.91,0.01,33,897,930,0.01,8807.26,80351.68,89158.94,0.02,1.8349270455532845
2013-05-01,7184,"Municipal Co-Operative Bank Ltd., Mumbai",49,334,383,0.01,6573.34,27442.35,34015.69,0.01,0,90,90,0.0,0.0,46517.17,46517.17,0.01,1.3675209881087227
2013-05-01,7185,Nagpur Nagrik Sahakari Bank Ltd.,109,1293,1402,0.02,1948.2,17273.47,19221.66,0.0,12,2269,2281,0.03,112.2,20186.28,20298.48,0.0,1.0560211761107001
2013-05-01,7186,Nainital Bank Ltd.,653,3129,3782,0.06,71445.72,42461.61,113907.33,0.02,50,5637,5687,0.08,5143.78,107714.88,112858.66,0.02,0.9907936565627515
2013-05-01,7187,Nasik Merchants Co-Operative Bank Ltd.,101,1088,1189,0.02,3076.87,74207.59,77284.46,0.01,4,3018,3022,0.05,114.46,73654.01,73768.47,0.01,0.9545058605572193
2013-05-01,7188,National Australia Bank Ltd.,25,2,27,0.0,75097.29,103.81,75201.11,0.01,14,14,28,0.0,53353.81,22517.64,75871.46,0.01,1.0089140971456405
2013-05-01,7190,New India Co-Operative Bank Ltd.,27,1166,1193,0.02,581.2,16916.95,17498.15,0.0,28,1415,1443,0.02,116.25,16663.07,16779.32,0.0,0.9589196572209061
